"","id","ind","press","model_type","corrstruc","aic","edf","p_val","signif_code","r_sq","expl_dev","nrmse","ks_test","tac","prop","adj_n_boot","interaction"
"73",73,"SPF","Pwin","gam","none",84.1615551308137,1.00000000005591,0.018049056751363,"*",0.244181898319904,0.286171792860035,1.10195769807448,0.9733,FALSE,1,NA,FALSE
"74",74,"SPF","Nwin","gam","none",90.4338152355253,1.00000000005496,0.734016175615215," ",-0.0514439552006627,0.0069695978692475,1.08454995709226,0.8403,FALSE,NA,NA,NA
"75",75,"SPF","Fsprat","gam","none",84.5399370237297,2.10907701578489,0.0836486118009767,".",0.266053668738698,0.352050854187745,1.06100348429481,0.8488,FALSE,NA,NA,NA
"76",76,"SPF","Fher","gam","none",88.5228780695743,1.00000000004542,0.182423512796467," ",0.0491616648093456,0.101986016766782,1.09945732145922,0.9997,FALSE,NA,NA,NA
"77",77,"SPF","Fcod","gam","none",89.2768938661601,1.00000000013282,0.28962603630115," ",0.0106688631275565,0.065631704072215,1.03212815718097,0.8729,FALSE,NA,NA,NA
"78",78,"LPF","Tsum","gam","none",68.0955206117005,3.01563231513134,0.284383204900108," ",0.114177406705632,0.21692030046763,1.07629431882004,0.4741,FALSE,NA,NA,NA
"79",79,"LPF","Swin","gamm","ar1",62.9189319755323,1.00000000801992,0.210055074234587," ",-0.0971297791838286,NA,0.885309703153823,0.9727,FALSE,NA,NA,NA
"80",80,"LPF","Pwin","gamm","ar1",64.4111656196561,1.0000000020746,0.890806674131226," ",-0.0344948700181493,NA,0.839086378245063,0.9994,FALSE,NA,NA,NA
"81",81,"LPF","Nwin","gamm","ar1",64.3355341647689,1.00000001031684,0.75856112188499," ",-0.0199535929664083,NA,0.842339706396324,0.9972,FALSE,NA,NA,NA
"82",82,"LPF","Fsprat","gamm","ar1",63.1212599619483,0.999999988236973,0.192846657163461," ",0.14837474039864,NA,0.901630984508113,0.9224,TRUE,NA,NA,NA
"83",83,"LPF","Fher","gam","none",66.5952078349567,1.00000000009932,0.0543646717451782,".",0.105563287261084,0.139964699292834,0.864345999064748,0.9529,FALSE,NA,NA,NA
"84",84,"LPF","Fcod","gam","none",62.726650514729,1.00000000015474,0.00713309590246032,"**",0.224960304419857,0.254769523485244,0.485561497240591,0.3106,FALSE,1,NA,FALSE
